date,league,home_team,away_team,home_rank,away_rank,home_form,away_form,home_expected_goals,away_expected_goals,home_goals,away_goals,result,prob_home,prob_draw,prob_away
2014-11-09,EPL,Wolves,Brighton,6,20,0.277,0.405,0.991,1.037,0,3,A,0.22,0.048,0.732
2014-11-09,EPL,Arsenal,Tottenham,4,4,0.826,0.378,1.646,0.819,3,0,H,0.493,0.09,0.417
2014-11-10,EPL,Liverpool,Luton,8,11,0.322,0.949,1.437,0.988,0,1,A,0.607,0.048,0.345
2014-11-10,EPL,ManCity,Fulham,7,1,0.683,0.238,1.495,0.805,2,1,H,0.432,0.113,0.455
2014-11-10,EPL,Brighton,ManCity,20,9,0.171,0.87,1.506,0.855,1,1,D,0.798,0.048,0.154
2014-11-11,EPL,Luton,Liverpool,10,10,0.639,0.793,1.316,1.124,2,1,H,0.306,0.048,0.647
2014-11-11,EPL,Nottingham,Everton,4,10,0.596,0.198,1.399,0.817,3,0,H,0.415,0.086,0.499
2014-11-12,EPL,Fulham,Tottenham,20,13,0.632,0.128,1.26,0.891,5,1,H,0.27,0.048,0.683
2014-11-12,EPL,Arsenal,AstonVilla,10,3,0.552,0.826,1.658,0.886,0,2,A,0.694,0.048,0.258
2014-11-12,EPL,Tottenham,Burnley,2,1,0.756,0.533,1.787,0.764,2,2,D,0.724,0.048,0.228
2014-11-13,EPL,Brentford,Liverpool,12,20,0.875,0.772,1.51,1.082,1,1,D,0.38,0.048,0.572
2014-11-13,EPL,Everton,Brighton,14,5,0.361,0.668,1.139,1.08,2,1,H,0.315,0.048,0.637
2014-11-13,EPL,Burnley,Chelsea,8,7,0.211,0.498,1.332,0.832,0,0,D,0.554,0.052,0.393
2014-11-14,EPL,Newcastle,Sheffield,14,12,0.783,0.249,1.559,0.806,1,2,A,0.434,0.116,0.451
2014-11-14,EPL,Bournemouth,Nottingham,10,7,0.697,0.608,1.438,0.994,0,1,A,0.397,0.058,0.545
2014-11-15,EPL,Sheffield,CrystalPalace,3,8,0.976,0.587,1.857,0.826,2,1,H,0.64,0.048,0.312
2014-11-16,EPL,CrystalPalace,ManUnited,8,7,0.444,0.48,1.34,0.909,1,1,D,0.426,0.103,0.472
2014-11-17,EPL,Everton,Wolves,16,16,0.93,0.501,1.936,0.723,1,0,H,0.765,0.048,0.188
2014-11-17,EPL,CrystalPalace,WestHam,16,8,0.79,0.514,1.519,0.94,2,0,H,0.41,0.078,0.512
2014-11-18,EPL,Burnley,Brighton,12,7,0.746,0.522,1.701,0.811,3,1,H,0.625,0.048,0.327
2014-11-18,EPL,Chelsea,CrystalPalace,16,10,0.724,0.387,1.593,0.817,1,0,H,0.512,0.078,0.41
2014-11-18,EPL,WestHam,Brighton,16,15,0.568,0.446,2.053,0.489,0,0,D,0.828,0.048,0.125
2014-11-18,EPL,Wolves,Tottenham,11,16,0.318,0.833,1.298,1.029,2,1,H,0.447,0.118,0.435
2014-11-18,EPL,Sheffield,AstonVilla,6,7,0.58,0.624,1.696,0.792,5,0,H,0.742,0.048,0.21
2014-11-20,EPL,Sheffield,CrystalPalace,4,8,0.618,0.798,1.259,1.154,1,1,D,0.293,0.048,0.659
2014-11-21,EPL,Tottenham,ManCity,5,2,0.45,0.079,1.4,0.713,2,0,H,0.475,0.1,0.424
2014-11-22,EPL,Arsenal,Sheffield,12,11,0.888,0.502,1.935,0.709,5,2,H,0.734,0.048,0.219
2014-11-23,EPL,ManUnited,Luton,11,8,0.651,0.509,1.567,0.855,2,0,H,0.531,0.067,0.403
2014-11-25,EPL,AstonVilla,Everton,6,10,0.534,0.087,1.453,0.714,0,0,D,0.484,0.095,0.421
2014-11-26,EPL,Brighton,Fulham,4,10,0.269,0.562,1.573,0.727,3,0,H,0.83,0.048,0.123
2014-11-26,EPL,Luton,ManCity,9,14,0.522,0.76,1.634,0.864,2,1,H,0.678,0.048,0.275
2014-11-26,EPL,Tottenham,ManUnited,5,10,0.528,0.149,1.352,0.801,1,0,H,0.403,0.067,0.53
2014-11-27,EPL,Newcastle,Luton,8,8,0.855,0.149,1.746,0.675,2,1,H,0.585,0.048,0.367
2014-11-27,EPL,Everton,Luton,13,13,0.381,0.169,1.109,0.907,3,1,H,0.303,0.048,0.649
2014-11-28,EPL,AstonVilla,Wolves,8,8,0.682,0.465,1.458,0.919,3,0,H,0.408,0.075,0.518
2014-11-28,EPL,Fulham,Brentford,8,13,0.669,0.616,1.839,0.732,1,0,H,0.769,0.048,0.183
2014-11-29,EPL,Liverpool,Brentford,8,13,0.341,0.782,1.097,1.145,0,3,A,0.284,0.048,0.669
2014-12-01,EPL,Nottingham,ManCity,9,6,0.71,0.288,1.58,0.781,4,0,H,0.51,0.079,0.411
2014-12-03,EPL,Newcastle,Liverpool,14,11,0.35,0.151,1.532,0.619,2,0,H,0.725,0.048,0.227
2014-12-05,EPL,Tottenham,Burnley,8,9,0.599,0.572,1.166,1.115,1,0,H,0.166,0.048,0.787
2014-12-05,EPL,ManUnited,CrystalPalace,5,9,0.532,0.165,1.459,0.74,2,0,H,0.478,0.099,0.423
2014-12-05,EPL,Brighton,Tottenham,14,4,0.29,0.118,1.167,0.815,1,0,H,0.374,0.048,0.578
2014-12-05,EPL,Tottenham,Chelsea,9,7,0.936,0.406,1.645,0.873,2,0,H,0.432,0.112,0.456
2014-12-06,EPL,Tottenham,Fulham,11,13,0.806,0.775,1.622,0.986,1,1,D,0.495,0.089,0.417
2014-12-08,EPL,Brighton,Arsenal,8,17,0.495,0.622,1.373,0.965,1,1,D,0.423,0.099,0.478
2014-12-08,EPL,Chelsea,Fulham,6,9,0.465,0.617,1.375,0.949,2,0,H,0.436,0.12,0.444
2014-12-08,EPL,ManUnited,Brighton,8,12,0.168,0.435,1.403,0.745,3,0,H,0.661,0.048,0.292
2014-12-08,EPL,Newcastle,ManUnited,6,12,0.624,0.513,1.482,0.901,2,4,A,0.447,0.118,0.435
2014-12-09,EPL,Brentford,Sheffield,9,19,0.549,0.791,1.455,1.0,1,0,H,0.464,0.108,0.429
2014-12-11,EPL,Newcastle,Chelsea,10,8,0.333,0.391,1.309,0.85,0,3,A,0.45,0.116,0.434
2014-12-12,EPL,AstonVilla,Liverpool,16,16,0.33,0.751,1.963,0.577,0,0,D,0.905,0.048,0.048
2014-12-13,EPL,Newcastle,Luton,7,11,0.491,0.579,1.338,0.968,2,2,D,0.414,0.085,0.5
2014-12-14,EPL,Liverpool,Wolves,7,15,0.543,0.764,1.481,0.971,1,0,H,0.522,0.072,0.406
2014-12-14,EPL,CrystalPalace,Everton,13,7,0.133,0.382,1.016,0.957,3,0,H,0.369,0.048,0.583
2014-12-17,EPL,ManCity,Brighton,1,1,0.097,0.968,0.914,1.243,0,2,A,0.293,0.048,0.66
2014-12-17,EPL,AstonVilla,Everton,17,8,0.464,0.918,1.306,1.114,2,0,H,0.4,0.063,0.536
2014-12-18,EPL,Nottingham,CrystalPalace,5,11,0.586,0.755,1.668,0.864,3,2,H,0.678,0.048,0.274
2014-12-18,EPL,WestHam,CrystalPalace,7,18,0.504,0.403,1.403,0.861,1,0,H,0.439,0.123,0.438
2014-12-18,EPL,Tottenham,CrystalPalace,15,12,0.114,0.667,1.337,0.859,1,1,D,0.642,0.048,0.311
2014-12-19,EPL,Liverpool,WestHam,4,8,0.386,0.335,0.933,1.088,1,0,H,0.158,0.048,0.794
2014-12-19,EPL,Arsenal,Tottenham,7,8,0.129,0.319,1.109,0.871,2,2,D,0.408,0.075,0.517
2014-12-19,EPL,Newcastle,Brighton,10,14,0.928,0.58,1.575,0.984,4,1,H,0.4,0.063,0.537
2014-12-20,EPL,Brentford,Newcastle,13,10,0.149,0.761,1.345,0.905,1,0,H,0.605,0.048,0.348
2014-12-22,EPL,Fulham,Sheffield,16,8,0.342,0.617,1.339,0.925,2,2,D,0.491,0.091,0.418
2014-12-24,EPL,Liverpool,Luton,16,13,0.783,0.575,1.463,0.998,2,1,H,0.378,0.048,0.575
2014-12-26,EPL,Luton,Sheffield,13,13,0.346,0.444,1.379,0.832,2,0,H,0.518,0.075,0.408
2014-12-27,EPL,ManUnited,Chelsea,14,5,0.66,0.374,1.817,0.645,1,1,D,0.741,0.048,0.212
2014-12-28,EPL,ManUnited,Liverpool,13,6,0.092,0.426,1.007,0.965,1,1,D,0.327,0.048,0.626
2014-12-29,EPL,Nottingham,Chelsea,2,12,0.668,0.752,1.648,0.907,1,1,D,0.543,0.059,0.398
2015-01-01,EPL,Sheffield,Everton,5,14,0.805,0.64,1.891,0.76,1,2,A,0.717,0.048,0.235
2015-01-01,EPL,Everton,Brighton,16,7,0.598,0.353,1.577,0.766,1,2,A,0.588,0.048,0.364
2015-01-01,EPL,Nottingham,ManCity,3,17,0.539,0.584,1.42,0.936,4,3,H,0.437,0.121,0.442
2015-01-02,EPL,Liverpool,Nottingham,18,5,0.741,0.647,1.168,1.198,1,0,H,0.124,0.048,0.828
2015-01-04,EPL,Luton,Bournemouth,14,4,0.541,0.424,1.66,0.72,0,1,A,0.767,0.048,0.185
2015-01-06,EPL,CrystalPalace,Chelsea,8,9,0.737,0.303,1.747,0.691,1,0,H,0.682,0.048,0.27
2015-01-07,EPL,Bournemouth,ManUnited,15,3,0.132,0.821,1.204,1.013,1,0,H,0.463,0.108,0.429
2015-01-08,EPL,AstonVilla,Fulham,1,17,0.569,0.674,1.148,1.156,3,1,H,0.209,0.048,0.743
2015-01-08,EPL,Chelsea,Burnley,8,14,0.78,0.325,1.609,0.804,3,0,H,0.495,0.089,0.416
2015-01-08,EPL,Brighton,Liverpool,10,10,0.379,0.69,1.439,0.905,1,1,D,0.555,0.052,0.393
2015-01-08,EPL,ManCity,CrystalPalace,15,6,0.907,0.799,1.539,1.087,0,0,D,0.377,0.048,0.575
2015-01-08,EPL,Wolves,Nottingham,9,6,0.366,0.198,1.601,0.6,2,1,H,0.691,0.048,0.262
2015-01-10,EPL,Nottingham,AstonVilla,1,7,0.738,0.271,1.557,0.799,0,0,D,0.46,0.11,0.43
2015-01-11,EPL,Wolves,WestHam,8,4,0.348,0.339,1.223,0.89,1,1,D,0.394,0.053,0.553
2015-01-11,EPL,Newcastle,Fulham,18,6,0.262,0.881,1.422,0.948,3,0,H,0.626,0.048,0.327
2015-01-12,EPL,Burnley,Newcastle,12,5,0.424,0.407,1.393,0.838,0,1,A,0.49,0.092,0.419
2015-01-13,EPL,Newcastle,Arsenal,10,10,0.11,0.616,1.068,1.009,0,0,D,0.364,0.048,0.589
2015-01-13,EPL,Liverpool,Burnley,11,14,0.366,0.952,1.555,0.931,2,2,D,0.677,0.048,0.275
2015-01-13,EPL,Newcastle,Tottenham,17,11,0.385,0.479,1.709,0.652,1,0,H,0.776,0.048,0.176
2015-01-14,EPL,Newcastle,ManCity,10,11,0.716,0.601,1.508,0.954,2,2,D,0.428,0.106,0.466
2015-01-15,EPL,Luton,Newcastle,14,16,0.142,0.294,1.224,0.793,0,0,D,0.485,0.095,0.42
2015-01-16,EPL,Luton,Brighton,15,10,0.741,0.433,1.641,0.812,2,0,H,0.574,0.048,0.378
2015-01-16,EPL,ManCity,Chelsea,11,7,0.227,0.534,1.197,0.938,1,1,D,0.423,0.099,0.477
2015-01-18,EPL,CrystalPalace,Arsenal,18,14,0.721,0.728,1.82,0.808,1,0,H,0.717,0.048,0.235
2015-01-19,EPL,Liverpool,ManUnited,10,13,0.621,0.745,1.383,1.055,0,3,A,0.407,0.073,0.52
2015-01-20,EPL,Newcastle,Everton,5,7,0.194,0.698,1.371,0.881,1,1,D,0.646,0.048,0.307
2015-01-21,EPL,AstonVilla,Newcastle,8,16,0.437,0.334,1.38,0.822,3,2,H,0.457,0.111,0.431
2015-01-22,EPL,Nottingham,Wolves,16,12,0.285,0.497,1.36,0.842,1,0,H,0.539,0.062,0.399
2015-01-22,EPL,Nottingham,Burnley,4,9,0.6,0.818,1.546,0.973,2,1,H,0.558,0.05,0.392
2015-01-23,EPL,Sheffield,Everton,16,13,0.68,0.115,1.284,0.889,0,1,A,0.228,0.048,0.725
2015-01-23,EPL,Brentford,ManUnited,20,10,0.835,0.501,1.571,0.919,1,0,H,0.426,0.103,0.471
2015-01-23,EPL,ManCity,Brighton,11,15,0.241,0.459,1.367,0.806,2,1,H,0.581,0.048,0.371
2015-01-24,EPL,Newcastle,Luton,8,7,0.389,0.631,1.575,0.799,1,1,D,0.68,0.048,0.272
2015-01-24,EPL,Wolves,Everton,13,16,0.835,0.467,1.645,0.859,0,1,A,0.491,0.091,0.418
2015-01-24,EPL,Chelsea,Liverpool,12,8,0.542,0.348,1.498,0.792,1,1,D,0.542,0.06,0.398
2015-01-25,EPL,Wolves,Sheffield,11,8,0.657,0.698,1.535,0.954,3,0,H,0.483,0.096,0.421
2015-01-26,EPL,Bournemouth,ManUnited,3,14,0.162,0.56,1.114,0.977,2,0,H,0.404,0.069,0.527
2015-01-26,EPL,Chelsea,Luton,8,15,0.555,0.612,1.304,1.027,0,1,A,0.34,0.048,0.613
2015-01-28,EPL,Everton,ManUnited,14,10,0.474,0.89,1.298,1.111,1,2,A,0.391,0.048,0.561
2015-01-28,EPL,Arsenal,Bournemouth,9,8,0.398,0.847,1.42,0.987,2,0,H,0.541,0.061,0.399
2015-01-29,EPL,Bournemouth,WestHam,17,16,0.139,0.639,1.232,0.924,0,0,D,0.5,0.086,0.415
2015-01-29,EPL,Burnley,Sheffield,9,20,0.701,0.108,1.693,0.633,1,2,A,0.65,0.048,0.303
2015-01-31,EPL,Everton,Newcastle,12,12,0.472,0.341,1.384,0.836,0,0,D,0.439,0.123,0.438
2015-01-31,EPL,Liverpool,ManUnited,15,20,0.14,0.418,1.172,0.875,1,1,D,0.434,0.116,0.45
2015-02-03,EPL,Tottenham,ManUnited,8,13,0.786,0.722,1.679,0.92,3,1,H,0.556,0.051,0.393
2015-02-04,EPL,CrystalPalace,Brighton,11,3,0.858,0.106,1.796,0.627,1,0,H,0.618,0.048,0.334
2015-02-04,EPL,Sheffield,Brentford,20,9,0.602,0.283,1.289,0.922,2,0,H,0.337,0.048,0.615
2015-02-06,EPL,Bournemouth,Liverpool,10,14,0.465,0.095,1.645,0.569,2,1,H,0.706,0.048,0.247
2015-02-06,EPL,Tottenham,ManCity,8,12,0.238,0.312,1.542,0.634,0,2,A,0.696,0.048,0.256
2015-02-06,EPL,Newcastle,AstonVilla,5,7,0.754,0.736,1.404,1.089,1,3,A,0.363,0.048,0.589
2015-02-08,EPL,Brighton,Burnley,12,8,0.807,0.537,1.728,0.823,1,1,D,0.606,0.048,0.347
2015-02-09,EPL,Nottingham,Brighton,20,4,0.826,0.731,1.492,1.058,0,0,D,0.391,0.049,0.56
2015-02-12,EPL,Everton,ManCity,17,12,0.756,0.739,1.473,1.047,0,0,D,0.398,0.06,0.542
2015-02-13,EPL,Brighton,Fulham,16,11,0.526,0.412,1.526,0.795,2,0,H,0.574,0.048,0.378
2015-02-13,EPL,Chelsea,AstonVilla,18,5,0.618,0.318,1.37,0.891,0,0,D,0.369,0.048,0.583
2015-02-14,EPL,CrystalPalace,WestHam,10,10,0.213,0.961,1.274,1.055,2,1,H,0.491,0.091,0.418
2015-02-14,EPL,ManUnited,Tottenham,12,10,0.665,0.873,1.287,1.184,1,0,H,0.287,0.048,0.665
2015-02-15,EPL,Tottenham,Sheffield,10,12,0.752,0.65,1.619,0.917,2,0,H,0.518,0.074,0.407
2015-02-16,EPL,Luton,Nottingham,7,12,0.496,0.606,1.377,0.955,1,1,D,0.429,0.108,0.463
2015-02-16,EPL,Fulham,AstonVilla,1,10,0.478,0.234,1.436,0.762,1,0,H,0.504,0.083,0.413
2015-02-16,EPL,Burnley,Liverpool,12,10,0.437,0.406,1.435,0.816,2,1,H,0.526,0.069,0.404
2015-02-17,EPL,Chelsea,WestHam,8,10,0.77,0.345,1.445,0.912,1,2,A,0.357,0.048,0.596
2015-02-18,EPL,ManUnited,ManCity,10,1,0.594,0.24,1.507,0.764,0,0,D,0.521,0.073,0.406
2015-02-19,EPL,ManCity,Chelsea,8,7,0.154,0.399,1.283,0.802,0,0,D,0.576,0.048,0.376
2015-02-19,EPL,Newcastle,ManUnited,20,12,0.296,0.568,1.384,0.86,0,1,A,0.568,0.048,0.384
2015-02-20,EPL,AstonVilla,Chelsea,4,2,0.443,0.276,1.434,0.767,0,2,A,0.511,0.078,0.41
2015-02-20,EPL,WestHam,CrystalPalace,5,6,0.496,0.394,1.657,0.693,0,0,D,0.654,0.048,0.298
2015-02-21,EPL,Chelsea,Wolves,4,17,0.045,0.412,1.059,0.908,0,0,D,0.398,0.06,0.542
2015-02-23,EPL,Liverpool,Wolves,3,14,0.394,0.223,1.087,0.948,1,2,A,0.27,0.048,0.683
2015-02-25,EPL,Luton,Nottingham,13,4,0.49,0.218,1.626,0.64,1,2,A,0.641,0.048,0.311
2015-02-26,EPL,Brentford,Newcastle,11,4,0.391,0.573,1.517,0.813,1,0,H,0.645,0.048,0.307
2015-02-26,EPL,Burnley,Brentford,11,15,0.579,0.499,1.414,0.921,0,4,A,0.422,0.098,0.48
2015-02-27,EPL,CrystalPalace,Bournemouth,11,12,0.465,0.221,1.349,0.807,2,2,D,0.421,0.095,0.484
2015-02-27,EPL,Wolves,Everton,15,8,0.488,0.238,1.67,0.619,2,0,H,0.672,0.048,0.281
2015-02-27,EPL,Bournemouth,Nottingham,7,11,0.485,0.847,1.432,1.013,0,3,A,0.495,0.089,0.417
2015-02-28,EPL,Newcastle,Arsenal,9,10,0.784,0.117,1.597,0.73,3,0,H,0.472,0.103,0.426
2015-02-28,EPL,Luton,ManCity,4,13,0.532,0.279,1.546,0.731,5,0,H,0.59,0.048,0.363
2015-03-01,EPL,Everton,Bournemouth,15,4,0.4,0.673,1.25,1.026,1,0,H,0.376,0.048,0.576
2015-03-01,EPL,Brighton,Chelsea,17,11,0.283,0.788,1.424,0.917,2,0,H,0.61,0.048,0.342
2015-03-02,EPL,Newcastle,WestHam,9,9,0.709,0.229,1.374,0.888,2,1,H,0.351,0.048,0.601
2015-03-03,EPL,Newcastle,Nottingham,10,11,0.87,0.179,1.802,0.657,2,0,H,0.649,0.048,0.303
2015-03-04,EPL,Sheffield,ManUnited,1,17,0.552,0.441,1.304,0.957,2,1,H,0.367,0.048,0.585
2015-03-04,EPL,ManUnited,Bournemouth,10,11,0.938,0.713,1.512,1.081,0,1,A,0.323,0.048,0.629
2015-03-05,EPL,Fulham,Arsenal,6,6,0.281,0.665,0.954,1.166,0,1,A,0.207,0.048,0.745
2015-03-05,EPL,Chelsea,Nottingham,4,12,0.303,0.173,1.431,0.674,1,0,H,0.593,0.048,0.36
2015-03-06,EPL,CrystalPalace,Burnley,8,9,0.882,0.448,1.349,1.057,4,0,H,0.168,0.048,0.784
2015-03-08,EPL,Brighton,Newcastle,3,1,0.594,0.841,1.674,0.898,4,3,H,0.64,0.048,0.313
2015-03-10,EPL,Wolves,Brentford,11,11,0.653,0.694,1.748,0.815,2,0,H,0.682,0.048,0.271
2015-03-11,EPL,Brentford,Wolves,11,13,0.39,0.529,1.235,0.975,3,1,H,0.387,0.048,0.565
2015-03-12,EPL,ManCity,Nottingham,5,5,0.315,0.317,1.137,0.923,1,1,D,0.33,0.048,0.623
2015-03-12,EPL,Newcastle,CrystalPalace,2,16,0.657,0.737,1.367,1.076,1,0,H,0.398,0.06,0.541
2015-03-13,EPL,Nottingham,Luton,20,19,0.87,0.211,1.898,0.609,1,1,D,0.714,0.048,0.238
2015-03-14,EPL,Brighton,ManUnited,9,16,0.596,0.198,1.777,0.576,0,0,D,0.768,0.048,0.184
2015-03-14,EPL,Chelsea,Brentford,10,18,0.56,0.139,1.294,0.846,3,0,H,0.389,0.048,0.563
2015-03-14,EPL,ManUnited,Everton,7,12,0.676,0.758,1.888,0.76,3,1,H,0.846,0.048,0.107
2015-03-15,EPL,Fulham,ManUnited,6,5,0.216,0.548,1.327,0.858,1,1,D,0.566,0.048,0.386
2015-03-15,EPL,Brighton,Chelsea,20,6,0.417,0.748,1.457,0.931,1,0,H,0.567,0.048,0.385
2015-03-15,EPL,ManUnited,Brighton,14,10,0.288,0.707,1.155,1.058,1,2,A,0.37,0.048,0.583
2015-03-16,EPL,ManCity,ManUnited,11,18,0.346,0.35,1.409,0.775,2,1,H,0.574,0.048,0.378
2015-03-16,EPL,Sheffield,Arsenal,14,5,0.854,0.5,1.392,1.04,0,1,A,0.268,0.048,0.684
2015-03-17,EPL,Nottingham,CrystalPalace,13,8,0.746,0.298,1.347,0.946,3,3,D,0.3,0.048,0.652
2015-03-17,EPL,ManCity,Burnley,13,7,0.497,0.542,1.518,0.84,3,0,H,0.589,0.048,0.363
2015-03-17,EPL,ManCity,Bournemouth,6,1,0.608,0.695,1.56,0.918,0,1,A,0.563,0.048,0.389
2015-03-19,EPL,Luton,Everton,19,9,0.117,0.835,1.11,1.072,1,1,D,0.413,0.084,0.503
2015-03-19,EPL,Nottingham,ManUnited,11,15,0.254,0.449,1.55,0.69,2,0,H,0.741,0.048,0.211
2015-03-20,EPL,WestHam,ManCity,14,7,0.686,0.469,1.492,0.9,5,0,H,0.429,0.108,0.463
2015-03-20,EPL,Liverpool,Sheffield,16,7,0.144,0.488,1.637,0.609,1,1,D,0.845,0.048,0.107
2015-03-20,EPL,Nottingham,AstonVilla,5,16,0.236,0.607,1.482,0.79,2,0,H,0.691,0.048,0.262
2015-03-20,EPL,WestHam,Chelsea,2,8,0.392,0.413,1.361,0.849,1,0,H,0.469,0.104,0.427
2015-03-20,EPL,Brighton,ManCity,7,19,0.241,0.462,1.403,0.784,2,0,H,0.616,0.048,0.336
2015-03-22,EPL,AstonVilla,ManCity,6,7,0.394,0.513,1.356,0.893,1,1,D,0.461,0.109,0.43
2015-03-23,EPL,Burnley,Tottenham,2,1,0.983,0.796,1.516,1.129,3,0,H,0.345,0.048,0.607
2015-03-23,EPL,ManCity,Liverpool,5,18,0.529,0.362,1.439,0.831,0,0,D,0.462,0.109,0.429
2015-03-24,EPL,Nottingham,CrystalPalace,20,10,0.305,0.579,1.391,0.863,2,1,H,0.566,0.048,0.386
2015-03-24,EPL,Burnley,Brentford,1,15,0.885,0.722,1.637,0.985,4,1,H,0.446,0.118,0.436
2015-03-24,EPL,Bournemouth,Fulham,15,13,0.335,0.818,1.51,0.895,1,1,D,0.629,0.048,0.323
2015-03-24,EPL,AstonVilla,Bournemouth,12,14,0.255,0.624,1.161,1.008,1,0,H,0.386,0.048,0.566
2015-03-24,EPL,Bournemouth,Newcastle,20,4,0.783,0.545,1.783,0.782,0,0,D,0.647,0.048,0.305
2015-03-24,EPL,Wolves,AstonVilla,1,16,0.561,0.55,1.459,0.906,0,3,A,0.464,0.107,0.429
2015-03-25,EPL,Chelsea,Fulham,10,10,0.496,0.696,1.309,1.035,2,1,H,0.393,0.052,0.555
2015-03-25,EPL,ManCity,Burnley,15,7,0.724,0.438,1.383,0.971,0,0,D,0.333,0.048,0.619
2015-03-26,EPL,CrystalPalace,Chelsea,6,12,0.132,0.147,0.878,0.951,2,1,H,0.267,0.048,0.685
2015-03-28,EPL,Bournemouth,Chelsea,7,5,0.828,0.535,1.507,0.971,1,1,D,0.404,0.068,0.528
2015-03-28,EPL,ManUnited,Brentford,7,20,0.608,0.423,1.75,0.688,0,0,D,0.691,0.048,0.262
2015-03-28,EPL,Brentford,AstonVilla,15,11,0.352,0.445,1.267,0.906,1,1,D,0.413,0.083,0.504
2015-03-28,EPL,Bournemouth,ManUnited,10,4,0.141,0.418,0.697,1.177,1,1,D,0.049,0.048,0.904
2015-03-28,EPL,Nottingham,Wolves,14,15,0.418,0.716,0.987,1.218,1,1,D,0.11,0.048,0.842
2015-03-28,EPL,Fulham,Nottingham,8,13,0.913,0.851,1.538,1.111,1,0,H,0.382,0.048,0.57
2015-03-30,EPL,ManCity,Brighton,9,10,0.444,0.687,1.399,0.954,0,0,D,0.477,0.1,0.424
2015-03-30,EPL,Bournemouth,Tottenham,7,13,0.607,0.63,1.57,0.885,1,1,D,0.582,0.048,0.371
2015-03-30,EPL,Brighton,Wolves,4,4,0.476,0.616,1.23,1.045,2,1,H,0.319,0.048,0.634
2015-03-31,EPL,ManCity,WestHam,8,14,0.127,0.137,1.193,0.745,0,1,A,0.455,0.113,0.432
2015-04-01,EPL,ManCity,Luton,16,4,0.24,0.591,1.415,0.828,2,0,H,0.636,0.048,0.316
2015-04-04,EPL,Fulham,Newcastle,8,10,0.393,0.559,1.31,0.94,2,0,H,0.425,0.103,0.472
2015-04-05,EPL,Liverpool,Arsenal,8,5,0.25,0.236,1.338,0.738,1,0,H,0.563,0.048,0.389
2015-04-07,EPL,Tottenham,Wolves,1,11,0.46,0.724,1.129,1.147,1,0,H,0.22,0.048,0.733
2015-04-07,EPL,AstonVilla,Brighton,20,13,0.485,0.811,1.27,1.101,1,1,D,0.351,0.048,0.602
2015-04-07,EPL,Newcastle,AstonVilla,6,12,0.342,0.245,1.246,0.836,2,0,H,0.415,0.086,0.499
2015-04-08,EPL,ManCity,Sheffield,19,12,0.12,0.347,1.325,0.742,0,0,D,0.59,0.048,0.363
2015-04-09,EPL,Burnley,Everton,13,17,0.057,0.086,1.345,0.6,1,2,A,0.664,0.048,0.288
2015-04-09,EPL,ManUnited,Liverpool,5,7,0.461,0.754,1.165,1.136,1,2,A,0.263,0.048,0.69
2015-04-10,EPL,Bournemouth,ManCity,11,8,0.58,0.433,1.284,0.977,0,1,A,0.329,0.048,0.623
2015-04-10,EPL,Brighton,ManUnited,15,13,0.359,0.303,1.396,0.77,0,0,D,0.569,0.048,0.383
2015-04-11,EPL,Newcastle,CrystalPalace,12,11,0.272,0.558,1.543,0.745,1,0,H,0.678,0.048,0.275
2015-04-11,EPL,ManUnited,Sheffield,11,9,0.505,0.61,1.818,0.68,0,1,A,0.863,0.048,0.09
2015-04-11,EPL,Brentford,Bournemouth,9,12,0.297,0.653,1.471,0.838,1,0,H,0.55,0.055,0.395
2015-04-11,EPL,Newcastle,ManCity,20,12,0.082,0.438,1.203,0.841,4,3,H,0.508,0.081,0.412
2015-04-12,EPL,Sheffield,ManUnited,11,15,0.853,0.271,1.687,0.761,1,0,H,0.524,0.071,0.405
2015-04-13,EPL,Tottenham,Fulham,17,15,0.479,0.754,1.326,1.04,1,1,D,0.403,0.067,0.53
2015-04-15,EPL,Burnley,Chelsea,15,15,0.089,0.938,0.893,1.241,2,0,H,0.26,0.048,0.692
2015-04-16,EPL,Fulham,ManUnited,14,5,0.452,0.579,1.008,1.163,1,1,D,0.212,0.048,0.74
2015-04-16,EPL,Liverpool,Brentford,6,16,0.543,0.246,1.267,0.9,0,3,A,0.389,0.048,0.563
2015-04-16,EPL,Arsenal,ManUnited,1,6,0.487,0.705,1.313,1.032,3,2,H,0.403,0.068,0.528
2015-04-16,EPL,WestHam,Newcastle,9,14,0.803,0.255,1.623,0.776,3,1,H,0.486,0.094,0.42
2015-04-18,EPL,Everton,Arsenal,16,12,0.845,0.346,1.401,0.969,2,0,H,0.328,0.048,0.624
2015-04-18,EPL,Bournemouth,ManCity,6,15,0.658,0.473,1.673,0.776,2,0,H,0.588,0.048,0.364
2015-04-19,EPL,Tottenham,AstonVilla,12,5,0.862,0.973,1.508,1.159,0,0,D,0.391,0.048,0.561
2015-04-19,EPL,Brighton,Luton,11,6,0.427,0.508,1.414,0.866,0,1,A,0.521,0.073,0.406
2015-04-19,EPL,Everton,ManCity,5,14,0.768,0.438,1.57,0.869,3,1,H,0.451,0.115,0.434
2015-04-22,EPL,Fulham,Wolves,20,6,0.65,0.963,1.883,0.835,2,0,H,0.837,0.048,0.116
2015-04-22,EPL,Arsenal,Burnley,12,13,0.256,0.283,1.231,0.827,3,1,H,0.429,0.108,0.463
